election_txt,election_year,candidate_name,committee_name,party_affiliation,total,total_spent,grassroots,instate
,,Keith Haxton,Keith M Haxton Campaign for City Council,Nonpartisan,3961.05,2409.2,0.401132,0.703549
,,Dennis Jefcoat,Jefcoat For Commissioner,Nonpartisan,6564,8215.53,0.846077,0.153923
,,Charles A Hales,Charlie Hales for Mayor,Nonpartisan,1754119.46,1682942.08,0.127733,0.834658
,,Monte Campbell,Campbell for Judge,Nonpartisan,47375.5,7409.07,1,
,,Daniel N. Shaw,Vote Daniel Shaw dba Vote Dan Shaw,Democrat,2460,1624.39,0.0792683,0.819106
,,Marvin Sannes,Committee to Elect Marvin Sannes,Republican,2654.27,864.73,,
,,James L. Klahr,Friends of Jim Klahr,Democrat,4672.91,4727.85,0.430782,0.776711
,,Thomas McHill,Friends of Tom McHill,Nonpartisan,39.16,406.39,,
,,John Wolke,Committee to Re-Elect Judge Wolke,Nonpartisan,30700.58,24669.28,0.376,0.608
,,Joseph L Henry,Committee to elect Joe Henry Mayor,Nonpartisan,5173.69,4275.05,0.14883,0.909156
,,Robert D. Durham,Committee to Re-Elect Justice Robert D. Durham,Nonpartisan,100,7203.02,1,
,,Martin C. Stewart,Martin C. Stewart For Jackson County Surveyor,Nonpartisan,675,524.59,1,0.148148
,,Quintin C Kreth,Q PAC,Democrat,16657.64,15975.65,0.44982,0.55018
,,Mike S Winters,Elect Mike Winters Sheriff,Nonpartisan,6611.81,10788.51,0.110408,0.692974
,,John Verbeek,Verbeek for State Senate,Republican,5475.43,757.71,0.0794266,0.920573
,,John Verbeek,Verbeek for State Senate,Republican,5475.43,757.71,0.0794266,0.920573
,,"Richard Esterman, A.",Richard Esterman,Republican,,6643,,
,,Wesley C Soderback,electwes2014.com,Nonpartisan,2113,1634.89,,
,,Michael Kozak,Kozak Campaign,Nonaffiliated,,393.58,,
,,Marc W Stauffer,Committee to Elect Marc W. Stauffer,Nonaffiliated,,,,
,,Michael Spasaro,Friends of Michael P. Spasaro,Libertarian,13419.32,11361.97,0.158354,0.796935
,,Jason A. Heym,Friends of Jason Heym,Nonpartisan,8542.96,11490.29,0.20381,0.538668
,,Stephen E Lawrence,Elect Steve Lawrence Mayor Committee,Nonpartisan,2702,2266.97,0.441833,0.646298
,,Paul D Wells,Paul Wells for SOS,Democrat,13650,,,1
,,William J Willis,Friends of Bill Willis,Nonpartisan,1204,450,0.506645,0.493355
,,Sandra (Sandy) F. Toms,Committee to Elect Sandy F. Toms Mayor,Nonpartisan,1034.05,954.05,0.771771,0.228229
,,MONTE SMITH,Committee to Elect Monte Smith,Nonpartisan,8550,9688.13,0.660819,0.444444
,,Steven E Rich,Committee to Elect Steve Rich,Nonpartisan,21075.58,15656,0.444312,0.5624
,,Kerry B Atherton,Elect Kerry Atherton,Democrat,12963.02,18369.15,0.429726,0.701878
,,William Skip O'Neill,VoteSkipOneill,Nonpartisan,13887.2,24730.5,0.347858,0.724906
,,Tobias Read,Friends of Tobias Read,Republican,583601.98,578875.65,0.0754716,0.684825
,,Jeff Reynolds,Friends of Jeff,Nonpartisan,1796.21,485.69,0.119245,0.984446
,,John Kovash,John Kovash for Mayor,Nonpartisan,,11,,
,,Donald Abar,Don Abar for Judge,Nonpartisan,38344.1,30945,0.334093,0.503672
,,Raymond J Eppley,Friends of Ray Eppley,Nonpartisan,8000,7185.76,0.00625,0.95625
,,Kevin Matthews,Friends of Kevin Matthews,Nonpartisan,112174.96,129098.34,0.210318,0.826301
,,Brian E Cooke,Cooke4House,Republican,204.2,200,1,
,,Bob Ekstrom,Elect Bob Ekstrom Committee,Constitution,35345,2879.29,,
,,Mark S Capell,Mark Capell for Bend City Council,Nonpartisan,25961.7,22533.93,0.129518,0.888778
,,Mark S Capell,Mark Capell for Bend City Council,Nonpartisan,25961.7,22533.93,0.129518,0.888778
,,Jean Falbo,Friends of Jean Falbo,Democrat,5760.07,1624.26,1,
,,Steven Grasty,"Re-elect Steve Grasty, Harney CountyJudge",Nonpartisan,,2299.79,,
,,Stanley G Primozich,Stan Primozich for Yamhill County Commissioner,Nonpartisan,20318,18361.17,0.387587,0.600108
,,Cameron S Whitten,Cameron Whitten for Oregon State Treasurer,Progressive,1096.3,1833.67,0.69674,0.30326
,,Edward C Barbeau,Ed Barbeau for Bend City Council,Nonpartisan,700,304,0.571429,0.642857
,,Cliff Hutchison,Friends of Cliff Hutchison,Republican,53.72,102.45,,
,,Linda Neace,Linda Neace for County Clerk,Nonpartisan,7579.18,5172.01,0.467251,0.653362
,,John L Wood,Elect Chip Wood County Commissioner,Nonpartisan,11467.38,11072,0.408815,0.602584
,,Kyle Allen,Friends of Kyle Allen,Nonpartisan,12494.51,6488.5,0.173516,0.860899
,,James Buchal,Buchal for Attorney General,Constitution,38316.22,44348.57,0.297994,0.535245
,,Margaret L Mahony,Margie Mahony for Justice of the Peace,Nonpartisan,850,6939.47,0.470588,0.470588
,,Janet Holcomb,Committee to RE-Elect Circuit Judge Janet S. Holcomb,Nonpartisan,,470.52,,
,,Kyle Markley,Kyle Markley for Oregon,Libertarian,13798.36,20722.27,,1
,,Kyle Markley,Kyle Markley for Oregon,Libertarian,13798.36,20722.27,,1
,,Michael Reardon,Reardon for Oregon,Working Families,323259.15,213253.23,0.100046,0.878013
,,Jody Carson,Jody Carson for City Council,Nonpartisan,3629.09,6814.02,1,0.210731
,,Jody Carson,Jody Carson for City Council,Nonpartisan,3629.09,6814.02,1,0.210731
,,Cliff Bentz,Cliff Bentz for State Representative Committee,Republican,336465.57,348126.16,0.0301421,0.818344
,,Aaron L Brenneman,Committee to Elect Aaron Brenneman,Nonpartisan,14650,14650,0.112628,0.928328
,,Jo Rae Perkins,Committee to Elect Jo Rae Perkins,Nonpartisan,20,200.04,1,
,,Alan G. Unger,Unger for Deschutes,Democrat,44219.5,33132.67,0.431911,0.573034
,,James L Francesconi,Jim Francesconi for County Chair,Nonpartisan,330610.16,326136.34,0.133728,0.735259
,,David Brock Smith,David Brock Smith Committee to Elect for Curry County Commissioner,Nonpartisan,15840,17875.77,0.139241,0.943354
,,Anita Yap,Anita Yap for PCC Board,Nonpartisan,15976.48,13370.48,0.821738,0.309197
,,Carla J Mikkelson,Mikkelson for Commissioner,Democrat,1765,1012.98,0.565217,0.434783
,,Geri A Hauser,Geri Hauser for Oregon Senate,Democrat,147098.7,51808.8,0.0739983,0.926252
,,George W Endicott,Committee to Reelect George Endicott Redmond Mayor,Nonpartisan,,17.97,,
,,Terrence G Taylor,Terrence of Oregon,Republican,2775,2662.67,0.909091,0.272727
,,Ken Hector,Friends of Ken Hector,Nonpartisan,1091.5,1301.5,0.534884,0.651163
,,Ian H King,Friends of Ian King,Nonpartisan,15570.51,14320.47,0.0513468,0.306352
,,Charles Lee,Chuck Lee Campaign Committee,Independent,231860.58,134195.94,0.0559788,0.781688
,,Jodi Hack,Jodi Hack For Oregon,Republican,114289.73,118116.52,0.0700386,0.886307
,,Gregory A Taylor,Committee to Elect Greg Taylor,Republican,600,1358.22,0.166667,0.833333
,,Greg Smith,Committee to Re-Elect Greg Smith,Democrat,187359.2,206658.75,0.0378904,0.847464
,,Erika L. Hadlock,Committee to Elect Judge Erika Hadlock,Nonpartisan,11575.45,9559,0.39739,0.650059
,,Scott D Lee,Scott Lee for county commission,Nonpartisan,3732.82,3655.08,0.745769,0.361657
,,Oscar Martinez,Committee to Elect Oscar Martinez,Nonpartisan,9127.09,9329.6,0.0936456,0.91789
,,Donald Gavitte,Gavitte for 42,Democrat,42566.55,18637.18,0.293113,0.564533
,,Brent Smith,Friends to Elect Brent Smith,Republican,7207.62,7711.02,0.222545,0.805203
,,David Edwards,Friends of David Edwards,Democrat,17582.68,2896.6,,
,,PATRICK J FLAHERTY,Flaherty For D.A.,Nonpartisan,21164.09,15094.55,0.292416,0.677695
,,Eric T Bryant,Eric Bryant for District Attorney,Nonpartisan,1867.8,1700,0.0898383,0.959203
,,William L Rasmussen,Friends of Will Rasmussen,Democrat,19560.2,12210.7,,1
,,Carol Voisin,Committee to Elect Carol Voisin,Nonpartisan,3110,3989.72,0.83119,0.329582
,,Mark Garcia,Friends Of Mark Garcia,Nonpartisan,100,,1,
,,Kathy B. Goss,Kathy Goss for State Representative District 20,Republican,476661.07,419327.77,0.0399007,0.924924
,,Oscar (Biff) W Traber,Traber for Mayor,Nonpartisan,6179.58,7561.33,0.79315,0.418404
,,Jerry J Jackson,Committee to Elect Jackson for Commissioner,Republican,12761.05,9572.14,0.46938,0.636421
,,Gerald Tipton,Tipton for Judge,Nonpartisan,3000,3425.4,,
,,Tootie Smith,Tootie Smith for Clackamas County Commissioner,Nonpartisan,164294.13,71831.68,0.047442,0.952931
,,Jon L. Justesen,Justesen For Oregon,Republican,60960.9,38604.64,0.000451016,0.999549
,,Loretta J. Smith,Committee to Elect Loretta Smith,Nonpartisan,123994.99,130560.35,0.140254,0.822784
,,Kenneth D Helm,Ken Helm for House District 34,Democrat,194743.75,133537.19,0.0471618,0.933984
,,William Dalton,Friends of William Dalton,Working Families,37350.58,33040.93,0.263926,0.769053
,,Jeff M Gudman,Jeffrey Gudman For Lake Oswego Council,Nonpartisan,5540.61,5800.94,0.149944,0.874992
,,Mary Hull Caballero,Mary Hull Caballero Campaign,Nonpartisan,33295,27325.14,0.334111,0.406393
,,Mike L Murphy,Murphy for Mayor,Nonpartisan,2.39,756.27,,
,,Joseph P Shipley,Friends of Joe,Nonpartisan,6978.45,10335.96,0.251906,0.728572
,,Nathan K. Boddie,Boddie For Bend,Nonpartisan,24557.29,22216.18,0.162644,0.766481
,,Larry Morgan,Friends of Larry Morgan,Nonpartisan,3714.96,5243.16,0.524398,0.475602
,,Anne M Schuster,Schuster for Commissioner,Democrat,25391.49,23466.09,0.709969,0.421886
,,John L Stromberg,STROMBERG4MAYOR,Nonpartisan,9973.69,6234.35,1,0.104712
,,Andrew Decker,Friends of Andrew Decker,Republican,1432.69,1211.02,0.275483,0.724517
,,Timothy Powell,Powell4OC,Nonpartisan,2836.82,2465,0.629846,0.589329
,,Martha Schrader,Friends of Martha Schrader,Democrat,217048.37,254437,0.16491,0.826265
,,Sal Esquivel,Committee to Elect Sal Esquivel,Republican,181494.83,206339.71,0.0345964,0.834634
,,William C. Roats,Roats for Bend,Nonpartisan,31557.19,29316.62,0.1567,0.871028
,,Melvern O'Brien,"Elect Mel O'Brien, Damascus City Council",Nonpartisan,3313.43,500,0.0210073,0.978993
,,William Middleton,Bill Middleton for Mayor,Nonpartisan,3045.81,3513.44,0.0608036,1
,,Al Switzer,Committee to Re-elect Al Switzer Klamath County Commissioner,Nonpartisan,8129,9473.56,0.637102,0.537458
,,Mary Volm,Mary Volm For Portland,Nonpartisan,,80,,
,,Jason M Ridge,"Jason M Ridge for Beaverton City Council, Position 3",Nonpartisan,,,,
,,Karylinn Echols,Karylinn Echols for Gresham Committee,Nonpartisan,5150,7085.4,0.320388,0.747573
,,Daniel B Chriestenson,Friends of Dan Chriestenson,Republican,82349.87,4949.11,0.0103587,0.989641
,,Carol Pauli,Carol Pauli for Oregon City,Nonpartisan,,562.58,,
,,Kim Kambak,Kambak for Crook County Judge,Democrat,4008.67,,,
,,Charlotte D Lehan,Friends of Charlotte Lehan,Nonpartisan,307552.15,286183.71,0.21603,0.736107
,,Dave Hunt,Friends of Dave Hunt,Working Families,239787.09,289493.92,0.225663,0.750129
,,John Coopersmith,Friends of John Coopersmith,Nonpartisan,6809.89,3860.13,0.899514,0.100486
,,Jeri Williams,Jeri Williams For Portland,Nonpartisan,7052.75,4305.04,0.438094,0.227896
,,John Seley,Jack Seley for Commissioner,Nonpartisan,4683.79,4167.5,0.641898,0.358102
,,"David L Darnell, Sr",I Will Vote Like a Republican Should Committee,Republican,127677.91,112747.55,0.00233693,0.997663
,,Peter H Wells,Wells For House Dist 58,Democrat,,439.81,,
,,Melissa T Cribbins,Melissa Cribbins for County Commissioner,Nonpartisan,23005,22120.15,0.385327,0.740251
,,Brian R Wilson,Elect Brian Wilson,Nonpartisan,117314.83,113687.93,0.164863,0.870005
,,Marvin J Hollingsworth,Hollingsworth for State Representative,Democrat,7170.2,12496.81,0.398062,0.529999
,,Adam T Pelatt,Pelatt For Oregon,Nonpartisan,324.5,270,1,1
,,Marc San Soucie,San Soucie For Beaverton,Nonpartisan,17100,21270.06,0.0555556,0.877193
,,Carla Piluso,Friends of Carla Piluso,Democrat,364843.21,146521.59,0.0603764,0.929119
,,Mitchell A Fummerton,Committee to Elect Mick Fummerton,Nonpartisan,9050,8226.65,0.234568,0.814815
,,Geri A Hauser,Committee to elect Geri Hauser,Nonpartisan,2154.6,145.4,,
,,Robert Gardier,Friends of Rob Gardier,Republican,,475.3,,
,,Benjamin Bloom,Committee to Elect Judge Bloom,Nonpartisan,26362,24803.62,0.331954,0.623145
,,George (Sonny) W. Yellott,Vote Sonny HD 48,Republican,525.86,185.14,0.237706,0.762294
,,Dale R Rogers,Friends of Dale R Rogers,Nonpartisan,1160,5981.12,0.439655,0.560345
,,Katherine Heekin,Committee to Elect Katherine Heekin,Democrat,39142.85,34546.11,0.22108,0.561422
,,Lisa J Clement,Committee to Elect Lisa Tarabochia Clement,Nonpartisan,4778.45,3989.32,0.602382,0.538951
,,Jeff Scroggin,Friends of Jeff Scroggin,Democrat,58014.4,64280.8,0.500144,0.498572
,,Irene Gilbert,Citizens To Elect Irene Gilbert,Republican,8734.86,6965,0.225131,0.840181
,,Donald B Williams,Friends of Don Williams for Mayor,Nonpartisan,23920.18,22114.69,0.0613548,0.715729
,,Nicholas Kahl,Committee to Elect Nick Kahl,Democrat,6580.45,9831.01,,1
,,Larry Tuttle,Larry Tuttle for City Council,Nonpartisan,4250,4250,0.4,0.646154
,,Larry Ericksen,Ericksen For Oregon,Republican,13227.99,13978.63,0.349928,0.83059
,,Gary L. Williams,Friends of Gary Williams,Republican,55575.77,45090.02,0.121471,0.879816
,,Deborah Kafoury,Elect Deborah Kafoury,Nonpartisan,468953.55,517865.44,0.143542,0.839214
,,Tom Huxley,Tom Huxley For Curry County Commissioner,Nonpartisan,6501,5891.85,0.0661437,0.964621
,,Tonia L Moro,Committee to Elect Moro,Democrat,20787.96,33338.96,0.391242,0.577059
,,Benjamin Unger,Ben Unger for Oregon,Working Families,796425.05,481814.83,0.115098,0.89775
,,Kathleen K. Lamberg,Friends of Kathy Lamberg,Republican,35140.96,35125.68,0.252267,0.827657
,,David Robinson,Friends of David Robinson,Nonpartisan,36879.83,43672.5,0.117593,0.795381
,,Jason H Bolen,Jason Bolen For Lebanon City Council,Nonpartisan,2255,1561.24,0.645233,0.354767
,,Steve Barnett,Steve Barnett for Sheriff,Nonpartisan,3386,3385.88,0.0959835,0.948317
,,Robert W Patridge,Committee to Elect Rob Patridge,Nonpartisan,1050,1260,0.047619,0.952381
,,Bill H Baertlein,Committee to Elect Bill Baertlein,Nonpartisan,16137.06,21452.18,0.25637,0.834725
,,William Spidal,Friends of William Spidal,Nonpartisan,15288.17,6359.25,0.0877701,0.91223
,,Thomas H Brown,Vote Tom Brown County Commissioner,Nonpartisan,5515,7737.48,0.417249,0.675991
,,Scott A. Mills,Friends of Scott Mills,Democrat,22836.33,27179.22,0.324513,0.527776
,,James I Manning Jr.,Elect James I. Manning Jr,Nonpartisan,1890,2058.8,0.534392,0.436508
,,Karin Power,Friends of Karin Power,Nonpartisan,7653.02,6976.9,0.547574,0.54224
,,Mark Johnson,Friends of Mark Johnson,Independent,538683.7,513912.769999999,0.0502151,0.836457
,,Gordon F Challstrom,Oregon United for Gordon,Republican,16279.85,24655,0.0340843,0.972705
,,Dan Phegley,Get Metro Out of Damascus,Nonpartisan,2611.69,200,0.11864,0.961711
,,Trish Seiler,Trish Seiler for City Council,Nonpartisan,5237.99,2491.8,0.304659,0.74287
,,Trent A Tidwell,Friends of Trent Tidwell,Nonpartisan,,783.53,,
,,Kathleen Campbell,Kathy Campbell for State Rep,Working Families,18366.55,18945.41,0.225494,0.771783
,,Fred Girod,Friends of Fred Girod,Republican,227925.02,225945.41,0.00364019,0.808359
,,Agnes Marie Petersen,"Elect Agnes Marie Petersen as Judge, Columbia County Position 3",Nonpartisan,11445,13289.04,0.330544,0.460251
,,J. C Bennett,Friends of Channing Bennett for Circuit Judge,Nonpartisan,21123,19036.25,0.287507,0.686456
,,Allen C Parry,Friends of Cam Parry,Nonpartisan,200,100,,
,,Scott S. Hansen,Friends of Scott Hansen,Republican,597499.82,247178.54,0.0188709,0.971703
,,wade p fagen,Elect Wade Fagen,Nonpartisan,5130,9556.28,0.295775,0.762911
,,Donald J Gurney,Don Gurney for County Commissioner,Nonpartisan,17016.8,11807.55,0.315672,0.803731
,,Tim J Svenson,Elect Tim Svenson Sheriff,Nonpartisan,69848.58,64692.91,0.203653,0.816923
,,Edward McCoy,Friends of Edward McCoy,Nonpartisan,4400,6755,0.27907,0.744186
,,Monique Beikman,Committee to Elect Monique Beikman,Nonpartisan,24868.32,22157.88,0.308917,0.661756
,,Bruce W Riley,Bruce Riley for Sheriff,Nonpartisan,8756.92,8804.26,0.66339,0.446349
,,Merianne Myers,Myers For Warrenton,Nonpartisan,2858.45,1925.28,0.66153,0.528066
,,Arnold Poole,People for Poole,Nonpartisan,2093.53,135.47,,
,,John Lively,"Committee to Elect John Lively for State Representative, Dist. 12",Democrat,371044.09,216758.959999999,0.0363895,0.934327
,,S. Doak Schulte,The Oregon1st Committee to Elect Doak Schulte,Nonpartisan,380.55,,,
,,Jacob G Daniels,Daniels for Oregon,Nonpartisan,50999.99,40999.45,0.232448,0.785552
,,Stanley G. Wallulis,Stanley G. Wallulis,Nonpartisan,3536.88,4016.68,0.0282735,0.971726
,,Patrick E Starnes,Citizens for Patrick Starnes,Nonaffiliated,1516.96,762.54,0.867234,0.132766
,,Mark A Henderson,Committee to Retain 5J School Board,Nonpartisan,1780.92,40,0.0650506,0.934949
,,David A. Asson,David Asson for Sisters City Council,Nonpartisan,,531.5,,
,,Wayne Krieger,Wayne Krieger for State Representative,Republican,126906.21,167543.56,0.064331,0.753054
,,Michael W. Sonnleitner,Sonnleitner for Zone 3 PCC,Nonpartisan,9876.15,12302.61,0.31046,0.712422
,,Mark E. Moseley,Friends of Mark Moseley,Nonpartisan,472,587.22,,1
,,Lewis Barnes,Friends of Lew Barnes,Republican,44166.39,36684,0.160199,0.873237
,,Lewis Barnes,Friends of Lew Barnes,Republican,44166.39,36684,0.160199,0.873237
,,Jack Esp,ESP4STATE,Republican,12422.63,7064.49,0.232158,0.918106
,,Diana L Dickey,The Committee to Elect Diana Dickey,Nonpartisan,70.99,169.25,,
,,Thomas Balmer,Re-Elect Supreme Court Justice Tom Balmer Committee,Nonpartisan,4600,6326.44,0.0217391,0.978261
,,Christopher Bangs,Committee to Elect Chris Bangs,Democrat,9332.5,9458.77,0.411284,0.549469
,,Caitlin J Mitchel-Markley,Caitlin for Oregon,Libertarian,5784.91,200,,1
,,Michael H Harrington,Michael Harrington for Oregon,Republican,1502.68,2153.84,0.358492,0.90057
,,Craig J Melton,Melton4pudboard,Nonpartisan,2440.46,5257.54,0.549265,0.450735
,,Bradley J Winters,Committee to Re-Elect Brad Winters Lake County Commissioner,Nonpartisan,2904,1837.71,0.540634,0.717631
,,Julie A Fitzgerald,Friends of Julie Fitzgerald,Nonpartisan,5887.67,8388.23,0.576532,0.654191
,,Julie Manning,Manning for Mayor,Nonpartisan,,78.3,,
,,Sean M VanGordon,Committee to Elect Sean VanGordon,Nonpartisan,5176.16,4902.48,0.63987,0.342347
,,Ruth M Jenks,Ruth M. Jenks 2010 Election,Nonpartisan,,550,,
,,Herman Baertschiger,Friends of Herman Baertschiger,Republican,171719.55,144731.58,0.0179984,0.820856
,,Don Allaire,Don Allaire for Sheriff,Nonpartisan,,129.41,,
,,Samuel Cantrell,Sam Cantrell for Oregon,Republican,1442.17,924.65,0.594996,0.479728
,,Stephen F Redman,Redman for Council,Nonpartisan,958.92,1027.52,0.68254,0.31746
,,Jason Atkinson,Friends of Jason Atkinson,Republican,71565.66,104601.76,,0.654551
,,Don Arbuckle,Friends of Don Arbuckle,Nonpartisan,3489.4,3581.75,0.443125,0.698733
,,Jack Esp,ESP For County Commissioner ,Republican,3832.35,3717.02,0.382699,0.617301
,,Wynne J Wakkila,Wynne Wakkila 4 Oregon,Democrat,12442.45,12260.3,0.310433,0.693808
,,James Pierce,Committee to Elect Jim Pierce,Nonpartisan,9294.41,6410.39,0.492227,0.585949
,,Larry Rich,Larry Rich for Mayor,Nonpartisan,8926.77,8333.28,0.142269,0.874535
,,Curt Ankerberg,Curt Ankerberg for Commissioner,Libertarian,8400,8400,,1
,,Pete Sorenson,Pete Sorenson Committee,Nonpartisan,94446.63,82371.53,0.354149,0.730432
,,William E Harvey,Harvey Political Campaign,Republican,9604.98,11124.98,0.424259,0.691306
,,Deborah Gerritzen,Friends of Deborah Gerritzen,Republican,,194.01,,
,,Lucie C La Bonte,Lucie La Bonte for Commissioner,Nonpartisan,6454.38,8221.99,0.460043,0.240904
,,Joelle Davis,Friends of Joelle Davis,Democrat,1495,1022.2,0.361702,0.744681
,,Joelle Davis,Friends of Joelle Davis,Democrat,1495,1022.2,0.361702,0.744681
,,Thomas B. Cox,Friends of Tom Cox,Republican,15920.34,17587.59,0.355077,0.580025
,,Kitty Harmon,Friends of Kitty for Oregon,Independent,731.25,9268.75,,
,,Greg A Lemhouse,Re-Elect Lemhouse Campaign,Nonpartisan,1824,200,0.4,0.72
,,Richard Wesenberg,Rick Wesenberg for Douglas County District Attorney,Nonpartisan,15332.33,13354.43,0.186158,0.851797
,,Rae S Blasi,Friends of Sheronne Blasi,Nonpartisan,10302.5,10329.01,0.0766804,0.942732
,,Jack Landau,Judge Jack Landau for Oregon Supreme Court,Nonpartisan,,4677.15,,
,,Anthony J Miltich,Miltich 4 Sheriff,Nonpartisan,600,600,0.583333,0.75
,,Glenn E. Palmer,Re-Elect Glenn E. Palmer for Grant County Sheriff,Nonpartisan,8400,8450,0.113095,0.857143
,,Vance Day,The Committee to Elect Judge Vance Day,Nonpartisan,1450,4063,0.4,0.6
,,Tamara K Maygra,Committee to elect Tammy Maygra,Nonpartisan,7717.25,8608.53,0.281904,0.792412
,,Catherine McKeown,Caddy McKeown for Representative,Democrat,473445.73,361107.69,0.0790779,0.839972
,,Kelly Lovelace,Committee to Elect Kelly Lovelace,Republican,98452.18,119079.39,0.112464,0.923434
,,James I Manning Jr,Friends of James 2016,Nonpartisan,11050,5229.69,0.00452489,0.995475
,,Paul C Warr-King,Committee To Re-Elect Paul Warr-King,Nonpartisan,4557.32,3183.07,0.605031,0.362992
,,Evan D. White,Evan for Council,Nonpartisan,3237.79,2734,0.798605,0.313282
,,Anna M. Peterson,Anna Peterson for Mayor,Nonpartisan,65711.46,72428.91,0.446911,0.548337
,,Deborah Boone,Boone for State Representative,Democrat,142569.51,187581.48,0.0341729,0.803241
,,Lore D Christopher,Christopher 4 Keizer,Nonpartisan,6750,7824,0.162963,0.866667
,,Sal J Peralta,Sal Peralta for Commissioner,Nonpartisan,71732.41,47532.19,0.257922,0.758513
,,Dave S Fuller,Fuller4Sheriff,Nonpartisan,9622.76,6991.16,0.237225,0.752383
,,Marc T Woodard,Citizens to Re-Elect Marc Woodard,Nonpartisan,8366.91,8042.61,0.336493,0.663507
,,Brian D. Aaron,Committee to Elect Brian Aaron District Attorney,Nonpartisan,11833.77,12850,0.319149,0.687943
,,Daniel Benjamin,Friends of Daniel Benjamin,Nonpartisan,17958.76,30243.49,0.0284367,0.982825
,,H Thomas Andersen,Friends of Tom Andersen,Nonpartisan,5954.6,5114.13,0.596671,0.439996
,,Gregory H. Macpherson,Friends of Greg Macpherson,Nonpartisan,53036.12,53402.52,0.457462,0.657083
,,Michael Schaufler,Mike Schaufler for State Representative,Democrat,288493.05,320938.370000001,0.0115819,0.794859
,,Roy Lindsay,Roy Lindsay For City Council,Nonpartisan,850,844.6,1,0.235294
,,Rick Lewis,Rick Lewis for Mayor,Nonpartisan,5934.4,2853.15,0.573772,0.573674
,,Tom Greene,Committee to Elect Tom Greene,Republican,49034.54,28814.83,0.0747778,0.930535
,,Jose Ortal,Friends of Jose Ortal for East Lane County Commissioner,Nonpartisan,6196.7,6539.74,0.567384,0.540024
,,Gene Whisnant,Committee to Elect Gene Whisnant,Democrat,208935.91,237175.21,0.0479939,0.666029
,,Penny Jordan,Committee to Re-elect Penny Eymann Jordan,Nonpartisan,1175.4,1035.17,0.907011,0.0929887
,,Greg Peterson,Greg Peterson for County Commissioner,Nonpartisan,11100,13602.26,0.234234,0.738739
,,Joshua J Moriarty,Josh Moriarty for City Council,Nonpartisan,8970,8504.74,0.0334448,0.944259
,,Virginia Parker,Friends of Timi Parker,Working Families,,819,,
,,Aaron D Baker,Aaron Baker For State Representative,Republican,5058.7,5254.55,0.303318,0.57573
,,Douglas R Marteeny,Friends of Doug Marteeny,Nonpartisan,17720,18196.57,0.503817,0.496183
,,George McCartin,George for Astoria,Nonpartisan,1033.12,1014.22,1,0.570981
,,Sally L. Avera,Committee to Elect Sally Avera Circuit Court Judge,Nonpartisan,77976.18,53411,0.544419,0.567198
,,Robert Bruce,Friends of Robert Bruce,Democrat,77997.03,70589.05,0.198171,0.819352
,,Lewis Barnes,Friends of Lew Barnes,Republican,2665.2,4699.78,,
,,Lewis Barnes,Friends of Lew Barnes,Republican,2665.2,4699.78,,
,,Allan Arlow,Judge Arlow for Oregon Supreme Court,Nonpartisan,24113.2,96.8,,
,,John L Wilson,"John L Wilson, Friends of John Wilson",Nonpartisan,,10,,
,,Helen L Ying,Friends of Helen Ying,Nonpartisan,50072.25,54261.37,0.592448,0.4831
,,Matthew E Rowe,Friends of Matt Rowe,Nonpartisan,12365,12835.5,0.167004,0.849171
,,"Thomas M. Spear, Jr.",Committee to Elect Spear for Judge,Nonpartisan,12296.18,10475.41,0.33791,0.66209
,,Jennifer L Wheeler,Friends of Jennifer Wheeler,Nonpartisan,42203,31649.96,0.277415,0.813232
,,Walt Wagner,Crook County Citizens for Walt Wagner,Independent,7345.63,4820,0.593909,0.329949
,,Andy Duyck,Friends of Andy Duyck,Republican,168792.01,158621.56,0.047536,0.927556
,,Consuelo Saragoza,Saragoza for Schools,Nonpartisan,5157,5257.5,0.81352,0.34965
,,Brian P. Bicknell,Committee to Elect Brian P. Bicknell for Sheriff,Nonpartisan,2860,3026.48,0.65035,0.608392
,,Mark White,Mark White for Portland,Nonpartisan,5448.43,2000.18,0.326779,0.42214
,,"Angel A Aguiar, Jr.",Friends of Angel Aguiar,Nonpartisan,10142.69,8577.22,0.62335,0.477519
,,Brady Preheim,Committee to elect Brady Preheim,Nonpartisan,2087,2020,0.185434,0.814566
,,"William A Waddle, Jr.",Committee To Re-Elect Bill Waddle,Nonpartisan,3053.35,3148,0.192506,0.645995
,,Kirk O Oakes,Committee to Elect Kirk Oakes Klamath County Commissioner,Nonpartisan,650,600,0.230769,0.769231
,,Gary Ollerenshaw,Friends of Gary Ollerenshaw,Democrat,5670,4925.77,0.347443,0.679012
,,Russell Fiddes,Gordon4Oregon,Independent,2366.75,2422.56,0.640866,0.639763
,,D Flowers,Friends of D Flowers,Republican,,725.75,,
,,Joseph M Buck,Joe Buck For L.O.,Nonpartisan,22039.66,50259.45,0.328483,0.72368
,,Sandra Abercrombie,Friends of Sandra Abercrombie,Republican,,1482.09,,
,,Ed Bowers,Elect Ed Bowers for Commissioner,Nonpartisan,3871.51,2641.21,,1
,,Richard A. Strathern,Committee to Elect Richard Strathern,Nonpartisan,1000,1031.25,0.2,0.8
,,Robert A Hooker,Friends of Bob Hooker,Nonpartisan,1234.97,2015.96,0.377593,
,,James J. Lewis,Jim Lewis For City Council,Nonpartisan,18592.5,20499.99,0.212747,0.811361
